"ID";"Active(0/1)";"Name";"Categories (xyz)";"Price";"Description";"ImgSrc"
"25995";"1";"Creative Labs Sound Blaster Inferno [70GH029000001]";"45";"169.0";"Cena:  169zł &nbsp137,40zł netto Gwarancja producenta: 24 miesiące";"http://www.esc.pl/images/glosniki/sluchawki/70GH029000001_medium.jpg?osCsid=af607941c78728bed901975d27f904ea"
"45289";"1";"Kingston HyperX Cloud II (czarne) [KHX-HSCP-GM]";"45";"330.0";"Cena:  330zł &nbsp268,29zł netto Gwarancja producenta: 24 miesiące";"http://www.esc.pl/images/glosniki/sluchawki/KHX-HSCP-GM_medium.jpg?osCsid=a859bdc0fb8ee485b3f3f79ef9cc2cda"
"15834";"1";"A4Tech HS-19";"45";"39.0";"Cena:  39zł &nbsp31,71zł netto Gwarancja producenta: 24 miesiące";"http://www.esc.pl/images/glosniki/sluchawki/HS-19_medium.jpg?osCsid=6d25152b3e5ccf141d803956c323c1a3"
"5022";"1";"A4Tech HS-800";"45";"59.0";"Cena:  59zł &nbsp47,97zł netto Gwarancja producenta: 24 miesiące";"http://www.esc.pl/images/glosniki/sluchawki/HS-800_medium.jpg?osCsid=07bd72a7c17a7e86c85f9da9db775437"
"14678";"1";"Creative Labs Sound Blaster Blaze [70GH032000000]";"45";"119.0";"Cena:  119zł &nbsp96,75zł netto Gwarancja producenta: 24 miesiące";"http://www.esc.pl/images/glosniki/sluchawki/70GH032000000_medium.jpg?osCsid=a97a0aa51dd1ccd14c083a15d39c435e"
"67238";"1";"SteelSeries Siberia 5H V3 (czarne) [61031]";"45";"259.0";"Cena:  259zł &nbsp210,57zł netto Gwarancja producenta: 24 miesiące";"http://www.esc.pl/images/glosniki/sluchawki/Siberia 5H V3_medium.jpg?osCsid=58e8a71ded9d97a202ee550761ef8d52"
"45292";"1";"Plantronics GameCom 318 [201250-05]";"45";"99.0";"Cena:  99,00zł &nbsp80,49zł netto Gwarancja producenta: 24 miesiące";"http://www.esc.pl/images/glosniki/sluchawki/201250-05_medium.jpg?osCsid=88c69f6ffc2eabacf326ab96a6f37152"
"14674";"1";"Creative Labs HS-450 Headset";"45";"99.0";"Cena:  99,00zł &nbsp80,49zł netto Gwarancja producenta: 12 miesięcy Komunikacja z urządzeniem: Przewodowa Długość przewodu: 2,5 m Złącze: mini Jack Regulacja głośności: Nie Kolor: Czarny Typ słuchawek: nauszne Typ mikrofonu: dynamiczny Pasmo przenoszenia: Słuchawek:20Hz-20kHz,Mikrofon: 100Hz-16kHz Czułość mikrofonu: Czułość (przy 1kHz): -42 dBV/Pa dB Skuteczność słuchawek: Czułość (przy 1kHz): 105dB/mW dB";"http://www.esc.pl/images/glosniki/sluchawki/HS-450_medium.jpg?osCsid=fbea05e89fa89e63a85fd372636a98c3"
"14524";"1";"SteelSeries Siberia 100 (czarne) [61420]";"45";"189.0";"Cena:  189zł &nbsp153,66zł netto Gwarancja producenta: 24 miesiące";"http://www.esc.pl/images/glosniki/sluchawki/Siberia 100_medium.jpg?osCsid=02668e49160b02dbfd14eb6469507763"
"4784";"1";"Logitech G930 Gaming Wireless Headset [981-000258]";"45";"499.0";"Cena:  499zł &nbsp405,69zł netto Gwarancja producenta: 24 miesiące dostępne na magazynie - natychmiastowa wysyłka Specyfikacja: Konstrukcja słuchawek: Nauszne zamknięte Pasmo przenoszenia słuchawek: 20 ~ 20000 Hz Impedancja słuchawek: 32 Om Wbudowany mikrofon: tak Łączność: przewodowa Złącze: USB Długość kabla: 2,3m Dodatkowe informacje: Przełącznik wyciszania mikrofonu Redukcja szumów otoczenia w mikrofonie Dźwięk przestrzenny Dolby 7.1 Czas pracy do 10 h";"http://www.esc.pl/images/g930_medium.jpg?osCsid=802447cb095918cfc2a7120d25b65a60"
"45294";"1";"Plantronics GameCom 818 [203918-05]";"45";"249.0";"Cena:  249zł &nbsp202,44zł netto Gwarancja producenta: 24 miesiące";"http://www.esc.pl/images/glosniki/sluchawki/203918-05_medium.jpg?osCsid=6cadfee8d001b0e71306beb9a185c173"
"30766";"1";"A4Tech HS-700";"45";"49.0";"Cena:  49zł &nbsp39,84zł netto Gwarancja producenta: 24 miesiące";"http://www.esc.pl/images/glosniki/sluchawki/HS-700_medium.jpg?osCsid=b4deb0922496d6574cf3793aa490eddc"
"25990";"1";"Plantronics GameCom 788 [201270-05]";"45";"259.0";"Cena:  259zł &nbsp210,57zł netto Gwarancja producenta: 24 miesiące";"http://www.esc.pl/images/glosniki/sluchawki/201270-05_medium.jpg?osCsid=1ce00bbcbb1eb9aab5075716fcf035c6"
"6668";"1";"Gembird MIC-111";"46";"15.0";"Cena:  15zł &nbsp12,20zł netto Gwarancja producenta: 24 miesiące";"http://www.esc.pl/images/glosniki/mikrofony/Gembird MIC-111 Black_medium.jpg?osCsid=275161e9c9345a9741eea0a9b56f7bbb"
"186";"1";"Plantronics .Audio 300 [39601-01]";"46";"49.0";"Cena:  49zł &nbsp39,84zł netto Gwarancja producenta: 24 miesiące Mikrofon komputerowy z układem redukcji szumów otoczenia. Wolnostojący z możliwością montażu na monitorze. Regulowany pałąk mikrofonu i przycisk wyciszenia ""mute"". Przeznaczony do telefonii internetowej, rozpoznawania głosu Czułość mikrofonu -39 dBV/Pa (+-5 dB) Typ mikrofonu - elektretowy Impedancja mikrofonu - 3k Ohm Pasmo przenoszenia mikrofonu - 100Hz - 8kHz Kabel długości - 1,8 m Podłączenie - mini-jack 3,5 mm Wymiary opakowania - 19,9cm x 31,4cm x 3,5cm Waga wraz z opakowaniem - 187,1g";"http://www.esc.pl/images/glosniki/mikrofony/Audio 300_medium.jpg?osCsid=b1443135bfff045302c5239bd4b12488"
"4945";"1";"Creative Labs Live! Cam Chat HD [73VF070000001]";"58";"99.0";"Cena:  99,00zł &nbsp80,49zł netto Gwarancja producenta: 24 miesiące Wbudowany mikrofon: Tak (z układem redukcji szumów) Max. rozdzielczość: HD 720p (1280 x 720) Interfejs: USB 2.0 Długość przewodu: 1,5m Kolor: czarny Cechy dodatkowe: Prowadzenie rozmów wideo w HD nigdy nie było prostsze Podłącz kamerę Live! Cam Chat HD, aby wzbogacić rozmowę on-line* o wideo w rozdzielczości 720p – bez konieczności instalowania dodatkowego oprogramowania! Pobierz bezpłatne oprogramowanie Live! Central 3 Lite, aby rejestrować filmy w rozdzielczości 720p i robić zdjęcia w rozdzielczości 5,7 megapikseli, a następnie umieszczać je na popularnych portalach społecznościowych jak YouTube czy Facebook. Filmy nagrywane są z prędkością do 30 klatek na sekundę, co zapewnia wysokiej jakości płynne odtwarzanie na komputerze. Dodatkowo podczas rozmowy wbudowany mikrofon z układem redukcji szumów usuwa zakłócenia, dzięki czemu moSesz cieszyć się znacznie wyraźniejszym dźwiękiem. Najprostszy sposób na prowadzenie rozmów wideo w HD – po prostu podłącz i rozmawiaj Nagrywanie i odtwarzanie filmów w rozdzielczości 720p z prędkością do 30 klatek na sekundę Wbudowany mikrofon z układem redukcji szumów usuwa zakłócenia, zapewniając czysty dźwięk podczas rozmowy Udostępnienie zdjęć i filmów w róSnych portalach społecznościowych za pomocą jednego kliknięcia";"http://www.esc.pl/images/kamery/Cam Chat HD_medium.jpg?osCsid=e3775dde77452d2b22ff0e03fca9cc4c"
"231";"1";"Logitech WebCam C615 HD [960-000737]";"58";"330.0";"Cena:  330zł &nbsp268,29zł netto Gwarancja producenta: 24 miesiące Wbudowany mikrofon: Tak (z technologią Logitech® RightSound™) Max. rozdzielczość: HD 720p (1280 x 720) Interfejs: USB 2.0 Długość przewodu: 90cm Kolor: czarny Cechy dodatkowe: Nagrywanie wideo w pełnej rozdzielczości HD 1080p (do 1920 x 1080 pikseli) przy zalecanym systemie Połączenia wideo HD (w rozdzielczości 1280 x 720 pikseli) przy zalecanym systemie Technologia Logitech Fluid Crystal™* Automatyczne ustawianie ostrości Zdjęcia: do 8 megapikseli (wspomagane oprogramowaniem) Wbudowane mikrofony z funkcją automatycznej redukcji zakłóceń Certyfikat zgodności ze standardem Hi-Speed USB 2.0 (zalecany) Uniwersalny zaczep pasujący do monitorów LCD i CRT oraz do laptopów Oprogramowanie kamery internetowej firmy Logitech: Technologia Logitech Fluid Crystal Logitech Vid™ HD Automatyczna korekcja ekspozycji przy słabym oświetleniu Nagrywanie wideo i robienie zdjęć Oprogramowanie MAGIX™ do edycji zdjęć i wideo** Przesyłanie filmów HD jednym kliknięciem do serwisów Facebook®, Twitter™ i YouTube® (wymagana rejestracja) Logitech Video Effects: zabawne filtry, awatary, przebrania, maski wideo i narzędzie do tworzenia masek*** * Wymaga zainstalowania dołączonego oprogramowania. **Wymagana rejestracja przy użyciu poczty e-mail. Obowiązują dodatkowe warunki. Tylko komputery z systemem Windows. ***Tylko komputery z systemem Windows. Zalecany procesor Intel® Pentium® 4 (2,8 GHz).";"http://www.esc.pl/images/kamery/C615 HD_medium.jpg?osCsid=4cd72adf1668282a4877a9bdc8eb2e20"
"15460";"1";"Logitech WebCam C270 HD [960-000636]";"58";"135.0";"Cena:  135zł &nbsp109,76zł netto Gwarancja producenta: 24 miesiące Wbudowany mikrofon: Tak (z technologią Logitech® RightSound™) Max. rozdzielczość: HD 720p (1280 x 720) Interfejs: USB 2.0 Długość przewodu: - Kolor: czarny Cechy dodatkowe: Połączenia wideo HD Połączenia wideo o jakości HD 720p można uzyskać w większości popularnych komunikatorów i w programie Logitech Vid™ HD. W zestawie oprogramowanie Logitech Vid™ HD Teraz połączenia wideo HD są bezpłatne, szybkie i łatwe w obsłudze dla Ciebie oraz Twoich rozmówców. Odpowiednie funkcje są uwzględnione w konfiguracji kamery, więc można z nich korzystać od razu. Technologia RightLight Automatycznie dostosowuje obraz podczas rozmowy, dzięki czemu wyglądasz świetnie nawet przy słabym oświetleniu. Bezpłatne oprogramowanie do edycji wideo Firma Logitech nawiązała współpracę z firmą MAGIX, aby zaoferować użytkownikom nowych kamer Logitech oprogramowanie MAGIX™ Photo Manager 9 i MAGIX™ Video Easy. Są one dostępne bezpłatnie. Zdjęcia o rozdzielczości 3 megapikseli Kiedy nie masz czasu na połączenie wideo, możesz łatwo zrobić zdjęcia (ze wspomaganiem programowym). Wbudowany mikrofon z technologią RightSound Umożliwia prowadzenie rozmów o krystalicznie czystym dźwięku, bez irytujących szumów otoczenia.";"http://www.esc.pl/images/kamery/C270 HD_medium.jpg?osCsid=10c72de64eda15435de12912c823db11"
"9193";"1";"Logitech Webcam B525 HD [960-000842]";"58";"159.0";"Cena:  159zł &nbsp129,27zł netto Gwarancja producenta: 24 miesiące";"http://www.esc.pl/images/kamery/B525 HD_medium.jpg?osCsid=8d977d1e03e88948f5d044ea31af68a3"
"15461";"1";"Logitech WebCam C170 [960-000760]";"58";"95.0";"Cena:  95,00zł &nbsp77,24zł netto Gwarancja producenta: 24 miesiące Wbudowany mikrofon: Tak (z funkcją automatycznej redukcji zakłóceń) Max. rozdzielczość: VGA (640 x 480) Interfejs: USB 2.0 Długość przewodu: - Kolor: czarny Cechy dodatkowe: Prosty sposób na połączenia wideo i wysyłanie zdjęć Płynniejsze. Ostrzejsze. Bogatsze. Czystsze. Technologia Logitech Fluid Crystal™. Dzięki temu kamery internetowe Logitech wyróżniają się wśród innych. Płynniejsze filmy, ostrzejsze obrazy, bogatsze kolory i czystsze brzmienie — zupełnie jak prawdziwe. Rozwiązanie „plug and play” Dzięki prostej konfiguracji możesz niemal natychmiast zacząć korzystać z połączeń wideo i rozmawiać ze znajomymi — w większości popularnych komunikatorów i w programie Logitech Vid™ HD. Twój prawdziwy obraz Twoi najbliżsi zobaczą Cię w naturalnych kolorach podczas rozmów oraz na zdjęciach, które pokażesz im później. Po prostu mów Rozmówcy usłyszą Cię głośno i wyraźnie dzięki wbudowanemu mikrofonowi redukującemu hałasy w tle.";"http://www.esc.pl/images/kamery/WebCam C170_medium.jpg?osCsid=1c85990d901361da85cd3f0069110dce"
"3801";"1";"Logitech WebCam C310 HD [960-000638]";"58";"199.0";"Cena:  199zł &nbsp161,79zł netto Gwarancja producenta: 24 miesiące Wbudowany mikrofon: Tak (z technologią Logitech® RightSound™) Max. rozdzielczość: HD 720p (1280 x 720) Interfejs: USB 2.0 Długość przewodu: - Kolor: czarny Cechy dodatkowe: Połączenia wideo HD Połączenia wideo o jakości HD 720p można uzyskać w większości popularnych komunikatorów i w programie Logitech Vid™ HD. Zdjęcia o rozdzielczości 5 megapikseli Kamera umożliwia robienie zdjęć o wysokiej rozdzielczości — do 5 megapikseli (ze wspomaganiem programowym). Wysyłanie jednym kliknięciem do serwisu Facebook Wideo o jakości HD (720p) można łatwo nagrać i wysłać jednym kliknięciem do serwisu Facebook™ lub YouTube. W zestawie oprogramowanie Logitech Vid HD Teraz połączenia wideo HD są bezpłatne, szybkie i łatwe w obsłudze dla Ciebie oraz Twoich rozmówców. Odpowiednie funkcje są uwzględnione w konfiguracji kamery, więc można z nich korzystać od razu. Wbudowany mikrofon z technologią RightSound Umożliwia prowadzenie rozmów o krystalicznie czystym dźwięku, bez irytujących szumów otoczenia. Logitech Video Effects Oprogramowanie Video Effects dodaje wesoły nastrój do połączeń wideo. Połączenia wideo można łatwo uatrakcyjnić przy użyciu neonowego oświetlenia, obiektywu typu rybie oko i innych efektów. Technologia RightLight 2 Nawet jeśli rozmowa wideo odbywa się przy przyćmionym świetle lub przy słabym oświetleniu z tyłu, kamera inteligentnie dostosuje się do panujących warunków i wygeneruje najlepszy obraz. Bezpłatne oprogramowanie do edycji wideo Firma Logitech nawiązała współpracę z firmą MAGIX, aby zaoferować użytkownikom nowych kamer Logitech oprogramowanie MAGIX Photo Manager 9 i MAGIX Video Easy. Są one dostępne bezpłatnie. Współpraca z komunikatorami Współpraca z programami Skype, Windows Live Messenger, Yahoo! Messenger, AOL Instant Messenger (AIM) i innymi popularnymi komunikatorami internetowymi.";"http://www.esc.pl/images/kamery/C310 HD_medium.jpg?osCsid=42928376c3c0094108b69de5b20a3f26"
"6897";"1";"Microsoft LifeCam HD-3000 [T3H-00012]";"58";"119.0";"Cena:  119zł &nbsp96,75zł netto Gwarancja producenta: 36 miesięcy Wbudowany mikrofon: Tak - cyfrowy Max. rozdzielczość: HD 720p (1280 x 720) Interfejs: USB 2.0 Długość przewodu: - Kolor: czarny Cechy dodatkowe: Wysoka rozdzielczość nie musi kosztować dużo. Microsoft przedstawia przystępną cenowo kamerę internetową z obrazem HD oraz technologią TrueColor. Jeśli szukasz kamery która doskonale sprawdzi się w trudnych warunkach oświetleniowych, oferuje obraz HD 720p w aspekcie 16:9 to LifeCam HD-3000 jest wyborem dla Ciebie. Łatwa i giętka baza montażowa sprawaia że HD-3000 można zamontować na płaskim ekranie lub postawić na biurku. Poprostu kamera dopasuje się dosłownie do Twoich potrzeb. Komunikuj się bezproblemowo przy zastosowaniu komunikatorów MSN, Skype, Gadu Gadu i innych w rozdzielczości HD. Dodawaj filmy na Youtube czy Facebook łatwo i szybko. Daj się poznać i usłyszeć innym. LifeCam HD-3000 to prosta i nieskomplikowana kamera internetowa. Już od pierwszego podłączenia integruje się i automatycznie instaluje w systemie Windows. Sprawdż jakie to proste. Dziel się natychmiast swoimi emocjami, codziennym życiem, wydarzeniami. Sprawdż jak wygląda nowa era w komunikacji międzyludzkiej.";"http://www.esc.pl/images/kamery/HD-3000_medium.jpg?osCsid=b81d44b20725640852b92a08880dcf53"
"48590";"1";"Hercules Classic Link [H4782012]";"58";"49.0";"Cena:  49zł &nbsp39,84zł netto Gwarancja producenta: 24 miesiące Rozdzielczość: 800x600 (interpolowane) Mikrofon: wbudowany Nagrywanie wideo: 30 klatek na sekundę Obsługiwane systemy operacyjne: Windows 7 Długość przewodu: 1.2m Złącze: USB 2.0 Oprogramowanie: sterowniki z funkcją automatycznej aktualizacji Kompatybilność: kompatybilna z Windows Live Messenger, MSN Messenger, Skype, Yahoo! Messenger, AOL Instant Messenger";"http://www.esc.pl/images/kamery/H4782012_medium.jpg?osCsid=99483c955e09314e380923d1a79e9577"
"27947";"1";"Creative Labs Live! Cam Sync HD [73VF077000001]";"58";"89.0";"Cena:  89zł &nbsp72,36zł netto Gwarancja producenta: 24 miesiące";"http://www.esc.pl/images/kamery/Cam Sync HD_medium.jpg?osCsid=497e1f298fe9041b1c17ae5dd3103d6e"
"27951";"1";"Microsoft LifeCam Cinema [H5D-00014]";"58";"239.0";"Cena:  239zł &nbsp194,31zł netto Gwarancja producenta: 36 miesięcy Rozdzielczość: 720p Format obrazu: 16:9 Typ złącza: USB Przełom w świecie kamer internetowych! Pierwsza na rynku kamera z możliwością kręcenia filmów w rozdzielczości 720p HD oraz w formacie 16:19. Rozdzielczość filmów 720p HD, To co odróżnia kamerę LifeCam CINEMA to rejestrowanie panoramicznego obrazu w rozdzielczości HD (720p)do 30 klatek na sekundę. Dzięki temu nagrane ujęcia wideo lepiej wyglądają na nowoczesnych monitorach o przekątnej ekranu 16:9. Microsoft LifeCam Cinema to kamerka internetowa której nazwa nawiązuję do niespotykanych do tej pory proporcji rejestrowanego obrazu. Dotychczas standardem był „kwadratowy” obraz o proporcjach 4:3, czyli taki jakim charakteryzowały się monitory starego typu. Dziś standardem stają się monitory oraz telewizory o panoramicznej proporcji ekranu 16:9, która kojarzy się z obrazem wyświetlanym na ekranach kin. Wysoka jakość wykonania, uniwersalne mocowanie Nowa kamerka Microsoftu cechuje się bardzo wysoką jakością wykonania i użytych materiałów. Szklana soczewka obiektywu oraz aluminiowa obudowa sprawiają że jest to bardzo solidna i efektowna konstrukcja. Szerokokątny obiektyw oraz funkcja autofokus zapewniają wyraźny obraz nawet w kiepskich warunkach oświetleniowych. Obudowa kamerki ma „giętką” podstawkę, która pozwala na stabilne zamocowanie jej na ekranie monitora, ale również da się ustawić na płaskiej powierzchni. Poza tym na obudowie znalazł się przycisk do szybkiego uruchamiania komunikatora Microsoftu oraz mikrofon z funkcją redukcji szumów otoczenia. Załączone oprogramowanie Do zestawu z kamerą dołączono dopracowane i estetycznie wyglądające oprogramowanie sterujące. Cyfrowy mikrofon Wbudowany, cyfrowy mikrofon redukuje wszelkie sumy audio z otoczenia. Komputer/System operacyjny: Dla komputera z systemem operacyjnym Windows 7, Windows Vista® lub Windows XP SP2";"http://www.esc.pl/images/kamery/H5D-00014_medium.jpg?osCsid=e6f1a7f63c5e4abfb531424e4aa4b84b"
"6898";"1";"Logitech WebCam C525 HD [960-000722]";"58";"139.0";"Cena:  139zł &nbsp113,01zł netto Gwarancja producenta: 24 miesiące dostępne w magazynie - natychmiastowa wysyłka Specyfikacja: Typ matrycy: CMOS Rozdzielczość połączeń wideo: HD 1280x720 px Mikrofon: tak Łączność: USB Zawartość opakowania: Kamera dokumentacja techniczna Dodatkowe informacje: Kolor: czarny Automatyczna korekcja ekspozycji przy słabym oświetleniu Mikrofon z funkcją redukcji szumów Obrotowa konstrukcja Technologia Logitech Fluid Crystal Śledzenie twarzy Wykrywanie ruchu Uniwersalny klips";"http://www.esc.pl/images/kamery/B525 HD_medium.jpg?osCsid=69170f33321d03bd289876938cd3f60b"
"72686";"1";"Palit GeForce GTX1080 Game Rock 8GB DDR5 256bit (1784/10000) [NEB1080T15P2]";"73";"2349.0";"Cena:  2349zł &nbsp1909,76zł netto Gwarancja producenta: 36 miesięcy dostępne w magazynie - natychmiastowa wysyłka Specyfikacja: Producent chipsetu: nVidia Typ chipsetu: GeForce GTX 1080 Typ chłodzenia: Aktywne Zainstalowana pamięć wideo: 8192 MB Rodzaj pamięci: GDDR5X Szyna pamięci: 256-bit Taktowanie rdzenia: 1645 MHz (1784 MHz boost) Taktowanie pamięci: 10000 MHz (efektywne) Maksymalna rozdzielczość obrazu: 7680 x 4320 pikseli Typ złącza magistrali: PCI-Express x16 (ver. 3.0) Złącza zewnętrzne: 3x DisplayPort 1x DVI-D 1x HDMI Obsługiwane standardy: OpenGl 4.5, DirectX 12 Obsługiwane funkcje (m.in): SLI Virtual Reality ready Nvidia G-Sync GPU Boost 3.0 Szerokość: 13,3 cm Wysokość: 2,5 Slotu Długość: 28,5 cm Zużycie energii: 200W (Potrzebne dodatkowe 6+8-pinowe złącza zasilania PCIe)";"http://www.esc.pl/images/graficzne/nVpcie/Palit/P1080GR_medium.jpg?osCsid=5cb838e7149ae31fca96f7c977127538"
"298447";"1";"ZOTAC GeForce GTX1080Ti AMP! 11GB DDR5 352bit (1683/11000) [ZT-P10810D-10P]";"73";"3299.0";"Cena:  3299zł &nbsp2682,11zł netto Gwarancja producenta: 24 miesiące Specyfikacja: Producent chipsetu: nVidia Typ chipsetu: GeForce GTX 1080Ti Typ chłodzenia: Aktywne Zainstalowana pamięć wideo: 11264 MB Rodzaj pamięci: GDDR5X Szyna pamięci: 352-bit Taktowanie rdzenia: 1569 MHz (1683 MHz boost) Taktowanie pamięci: 11000 MHz (efektywne) Maksymalna rozdzielczość obrazu: 7680 x 4320 pikseli Typ złącza magistrali: PCI-Express x16 (ver. 3.0) Złącza zewnętrzne: 3x DisplayPort 1x DL-DVI-D 1x HDMI Obsługiwane standardy: OpenGl 4.5, DirectX 12 Obsługiwane funkcje (m.in): SLI Virtual Reality ready Nvidia G-Sync Szerokość: 14,8 cm Wysokość: 4,35 cm Długość: 30 cm Zużycie energii: Wymaga zasilacza minimum 600W (Potrzebne dodatkowe 8+8-pinowe złącza zasilania PCIe)";"http://www.esc.pl/images/graficzne/ZT-P10810D-10P_medium.jpg?osCsid=032073bc785508cf7a8ebb752463c103"
"39924";"1";"MSI GeForce GTX1070 Aero ITX 8GB DDR5 256bit (1721/8008)";"73";"1749.0";"Cena:  1749zł &nbsp1421,95zł netto Gwarancja producenta: 36 miesięcy Specyfikacja: Producent chipsetu: nVidia Typ chipsetu: GeForce GTX 1070 Typ chłodzenia: Aktywne Zainstalowana pamięć wideo: 8192 MB Rodzaj pamięci: GDDR5 Szyna pamięci: 256-bit Taktowanie rdzenia: 1531 MHz (1721 MHz boost) Taktowanie pamięci: 8008 MHz (efektywne) Maksymalna rozdzielczość obrazu: 7680 x 4320 pikseli Typ złącza magistrali: PCI-Express x16 (ver. 3.0) Złącza zewnętrzne: 2x DisplayPort 1x DL-DVI-D 2x HDMI Obsługiwane standardy: OpenGl 4.5, DirectX 12 Obsługiwane funkcje (m.in): SLI Virtual Reality ready Nvidia G-Sync Szerokość: 14,4 cm Wysokość: 4 cm Długość: 18,4 cm Zużycie energii: Wymaga zasilacza minimum 500W (Potrzebne dodatkowe 8-pinowe złącza zasilania PCIe)";"http://www.esc.pl/images/graficzne/AERO ITX 8G OC_medium.jpg?osCsid=4d34f4d99e4e4342ca51f4937e47afb8"
"43218";"1";"Palit GeForce GTX1060 StormX 3GB DDR5 192bit (1708/8000) [NE51060015F9-1061F]";"73";"869.0";"Cena:  869zł &nbsp706,50zł netto Gwarancja producenta: 36 miesięcy Specyfikacja: Producent chipsetu: nVidia Typ chipsetu: GeForce GTX 1060 Typ chłodzenia: Aktywne Zainstalowana pamięć wideo: 3072 MB Rodzaj pamięci: GDDR5 Szyna pamięci: 192-bit Taktowanie rdzenia: 1506 MHz (1708 MHz boost) Taktowanie pamięci: 8000 MHz (efektywne) Maksymalna rozdzielczość obrazu: 7680 x 4320 pikseli Typ złącza magistrali: PCI-Express x16 (ver. 2.0) Złącza zewnętrzne: 3x DisplayPort 1x DL-DVI-D 1x HDMI Obsługiwane standardy: OpenGl 4.5, DirectX 12 Obsługiwane funkcje (m.in): Nvidia CUDA Nvidia G-Sync GPU Boost Szerokość: 11,2 cm Długość: 25,2 cm Wersja: BOX Zużycie energii: Wymaga zasilacza minimum 400W (Potrzebne dodatkowe 6-pinowe złącze zasilania PCIe)";"http://www.esc.pl/images/graficzne/NE51060015F9-1061F_medium.jpg?osCsid=3b86de6b72d1a13c86456fc1defa9dfb"
"72658";"1";"Gigabyte GeForce GTX1070 G1 Gaming 8GB DDR5 256bit (1822/8008) [GV-N1070G1 GAMING-8G]";"73";"1999.0";"Cena:  1999zł &nbsp1625,20zł netto Gwarancja producenta: 36 miesięcy Specyfikacja: Producent chipsetu: nVidia Typ chipsetu: GeForce GTX 1070 Typ chłodzenia: Aktywne Zainstalowana pamięć wideo: 8192 MB Rodzaj pamięci: GDDR5 Szyna pamięci: 256-bit Taktowanie rdzenia: 1620 MHz (1822 MHz boost) Taktowanie pamięci: 8008 MHz (efektywne) Maksymalna rozdzielczość obrazu: 7680 x 4320 pikseli Typ złącza magistrali: PCI-Express x16 (ver. 3.0) Złącza zewnętrzne: 3x DisplayPort 1x DVI-D 1x HDMI Obsługiwane standardy: OpenGl 4.5, DirectX 12 Obsługiwane funkcje (m.in): SLI Virtual Reality ready Nvidia G-Sync GPU Boost 3.0 Szerokość: 11,5 cm Wysokość: 4,2 cm Długość: 28,6 cm Zużycie energii: Wymaga zasilacza o mocy minimum 500W (Potrzebne dodatkowe 8-pinowe złącze zasilania PCIe)";"http://www.esc.pl/images/graficzne/nVpcie/Gigabyte/1070G1_medium.jpg?osCsid=e60decda13bff358e45dda8614d41e46"
"48423";"1";"MSI GeForce GT1030 Aero ITX 2GB DDR5 64bit (1518/6008) [GT 1030 AERO ITX 2G]";"73";"339.0";"Cena:  339zł &nbsp275,61zł netto Gwarancja producenta: 36 miesięcy Specyfikacja: Producent chipsetu: nVidia Typ chipsetu: GeForce GT 1030 Typ chłodzenia: Aktywne Zainstalowana pamięć wideo: 2048 MB Rodzaj pamięci: GDDR5 Szyna pamięci: 64-bit Taktowanie rdzenia: 1265 MHz (1518 MHz boost) Taktowanie pamięci: 6008 MHz (efektywne) Maksymalna rozdzielczość obrazu: 4096 x 2160 pikseli Typ złącza magistrali: PCI-Express x16 Złącza zewnętrzne: 1x SL-DVI-D 1x HDMI Obsługiwane standardy: OpenGl 4.5, DirectX 12 Obsługiwane funkcje (m.in): Nvidia G-Sync Szerokość: 10,2 cm Wysokość: 3,8 cm Długość: 14,7 cm";"http://www.esc.pl/images/graficzne/GT 1030 AERO ITX 2G_medium.jpg?osCsid=749475c0d3c8d66e4f8f0e71cf2c0a01"
"13341";"1";"Gigabyte GeForce GTX1060 Aorus Xtreme 8Gbps 6GB DDR5 192bit (1873/8316, Micron) [GV-N1060AORUS X-6GD REV2.0]";"73";"1369.0";"Cena:  1369zł &nbsp1113,01zł netto Gwarancja producenta: 36 miesięcy dostępne w magazynie - natychmiastowa wysyłka Specyfikacja: Producent chipsetu: nVidia Typ chipsetu: GeForce GTX 1060 Typ chłodzenia: Aktywne Zainstalowana pamięć wideo: 6144 MB Rodzaj pamięci: GDDR5 MICRON Szyna pamięci: 192-bit Taktowanie rdzenia: 1645 MHz (1873 MHz boost) Taktowanie pamięci: 8316 MHz (efektywne) Maksymalna rozdzielczość obrazu: 7680 x 4320 pikseli Typ złącza magistrali: PCI-Express x16 (ver. 3.0) Złącza zewnętrzne: 3x DisplayPort 1x DVI-D 3x HDMI Obsługiwane standardy: OpenGl 4.5, DirectX 12 Obsługiwane funkcje (m.in): Virtual Reality ready Nvidia G-Sync Szerokość: 13,7 cm Wysokość: 5,9 cm Długość: 28,1 cm Zużycie energii: Wymaga zasilacza minimum 400W (Potrzebne dodatkowe 8-pinowe złącza zasilania PCIe)";"http://www.esc.pl/images/graficzne/GV-N1060AORUS X-6GD_medium.jpg?osCsid=fdac410d475d8640e22ab160f4002efa"
